level_id,source_file,offset,save_idx,category,object,friendly_name,level_region,sub_region,can_softlock,zone,x,y,z,track_type,is_tracked,is_verified,notes
as2exper,quest.rsc,0x1B72,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,5,-4675.2056,-1024.1476,1308.3359,0x0000,FALSE,TRUE,
as2exper,quest.rsc,0x1E42,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,6,-3645.9619,1408.0017,-13986.8076,0x0000,FALSE,TRUE,
florida,pickups.rsc,0x102,0,cadeaux,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,1,2177.4775,111.8525,2342.4504,0x0002,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x107a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,9,3650.457,-31.9992,19389.0059,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x10c2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,9,3855.0366,-31.9992,19265.9629,0x0021,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x119a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,10,10520.2109,-95.8756,19320.75,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x11e2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,10,10644.4434,-95.8756,19320.75,0x0024,FALSE,TRUE,
florida,pickups.rsc,0x122a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,10,10399.6035,-95.8756,19320.75,0x0022,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x192,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,2,-6154.9438,0.0008,-1432.4578,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x1da,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,2,-6011.0103,0.0008,-1334.3925,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x222,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,2,-6043.0903,0.0008,-1932.7092,0x0024,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x2a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,1077.7412,0.0008,-13207.8564,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x2b2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-17142.0527,-327.8516,4394.5996,0x0024,FALSE,TRUE,
florida,pickups.rsc,0x2fa,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-17031.7852,-327.9887,4404.3184,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x342,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-17111.0586,-326.8047,4499.0532,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x38a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-18342.1191,-320.2335,3866.2432,0x0022,FALSE,TRUE,
florida,resource.rsc,0x3ca2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,25482.9199,-7615.6626,23118.8242,0x0020,FALSE,TRUE,
florida,resource.rsc,0x3cea,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,23271.3789,-7615.6626,27197.8828,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x3d2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-17012.916,-323.8046,4503.0293,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3d32,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,26271.709,-7615.6626,26867.5254,0x0022,FALSE,TRUE,
florida,resource.rsc,0x3d7a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,26410.1387,-7615.6626,26879.5039,0x0023,FALSE,TRUE,
florida,resource.rsc,0x3dc2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,27376.1855,-7615.6626,26356.2402,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3e0a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,27250.0977,-7615.6626,26247.0527,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3e52,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,27240.0625,-7615.6626,25546.6484,0x0020,FALSE,TRUE,
florida,resource.rsc,0x3e9a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,27069.0781,-7615.6626,25590.0059,0x0020,FALSE,TRUE,
florida,resource.rsc,0x3ee2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,24931.0918,-7615.6626,23243.1426,0x0023,FALSE,TRUE,
florida,resource.rsc,0x3f2a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,22728.959,-7615.6626,24720.1641,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3f72,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,24664.3457,-7615.6626,23394.5742,0x0021,FALSE,TRUE,
florida,resource.rsc,0x3fba,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,23301.4805,-7615.6626,27347.2793,0x0024,FALSE,TRUE,
florida,resource.rsc,0x4002,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,25643.6699,-7615.6626,23081.0352,0x0020,FALSE,TRUE,
florida,resource.rsc,0x404a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,25449.8828,-7647.5654,32157.9922,0x0020,FALSE,TRUE,
florida,resource.rsc,0x4092,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,24302.2754,-7647.5654,32548.4434,0x0023,FALSE,TRUE,
florida,resource.rsc,0x40da,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,23959.3086,-7647.5654,32450.0215,0x0021,FALSE,TRUE,
florida,resource.rsc,0x4122,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,26620.1934,-7647.6626,29999.9531,0x0021,FALSE,TRUE,
florida,resource.rsc,0x416a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,26447.3828,-7647.6626,30236.3105,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x41a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-17368.9043,-64.0964,2458.571,0x0020,FALSE,TRUE,
florida,resource.rsc,0x41b2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,27463.5508,-7647.6626,30252.0742,0x0024,FALSE,TRUE,
florida,resource.rsc,0x41fa,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,27614.6582,-7647.6626,30098.9023,0x0023,FALSE,TRUE,
florida,resource.rsc,0x4242,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,25656.4062,-7647.5654,32109.6406,0x0020,FALSE,TRUE,
florida,resource.rsc,0x428a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,23814.5391,-7615.6626,28412.4297,0x0024,FALSE,TRUE,
florida,resource.rsc,0x42d2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,18,23937.8652,-7615.6626,28445.3027,0x0021,FALSE,FALSE,? INVIS ?
florida,resource.rsc,0x431a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,18,22791.5703,-7615.6626,23962.6992,0x0020,FALSE,FALSE,? INVIS ?
florida,resource.rsc,0x4362,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,18,22923.0273,-7615.6626,23895.8945,0x0020,FALSE,TRUE,"VERIFY - b+43=0x00, adjacent to Milton Pike, may be scripted"
florida,pickups.rsc,0x462,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,3,-17296.793,-64.0964,2669.418,0x0020,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x72,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,2234.8394,0.0008,-9802.7754,0x0020,FALSE,TRUE,"VERIFY - b+43=0x00, near player coords 2388,127,-7946"
florida,pickups.rsc,0x8e2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,-179.4835,-524.6686,12920.4609,0x0000,FALSE,TRUE,
florida,pickups.rsc,0x92a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,6,1664.2251,255.9035,8680.4248,0x0024,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x972,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,6,211.9436,255.9035,8859.5918,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x9ba,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,6,134.3153,255.9035,8859.5918,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xa02,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,6,56.697,255.9035,8859.5918,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xa4a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,6,134.2702,339.3314,8859.5918,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xa92,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,56.7071,339.3313,8859.5918,0x0000,FALSE,TRUE,
florida,pickups.rsc,0xada,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,1680.6157,255.9035,8803.7217,0x0021,FALSE,TRUE,
florida,pickups.rsc,0xb22,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,678.4631,-608.0965,11354.7109,0x0024,FALSE,TRUE,
florida,pickups.rsc,0xb6a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,-179.4835,-608.0965,12920.4609,0x0020,FALSE,TRUE,
florida,pickups.rsc,0xbb2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,6,-83.0238,-608.0965,12880.3818,0x0020,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xbfa,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,211.8884,339.3314,8859.5918,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xc42,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,6,-83.0238,-524.6686,12880.3818,0x0000,FALSE,TRUE,
florida,pickups.rsc,0xdf2,0,cadeaux,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,7,1405.3909,959.8525,8575.9395,0x0002,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xeca,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,8,1351.9955,-32.0965,18883.9121,0x0024,FALSE,TRUE,
florida,pickups.rsc,0xf12,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,8,1342.9144,-32.0965,19003.459,0x0023,FALSE,TRUE,
florida,pickups.rsc,0xf5a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,8,306.6762,-31.9992,14749.6152,0x0023,FALSE,TRUE,
florida,pickups.rsc,0xfa2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,8,-281.8403,-32.0964,14317.0586,0x0020,FALSE,TRUE,
florida,pickups.rsc,0xfea,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,8,272.5705,-31.9992,14978.8936,0x0021,FALSE,TRUE,VERIFY - b+43=0x00
wastland,quest.rsc,0x02B2,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,1,12230.8691,-1623.7452,7215.4194,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x06EA,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,POIGNE,NULL,3,15751.0645,-1751.7466,15650.71,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x0C42,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,5,9963.1211,-2503.7468,5246.7793,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x110A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,7,12699.083,-2823.7456,-629.3224,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x1422,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,3,-389.2154,-512.1473,-6112.4219,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x146A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,3,923.232,-512.1473,-3315.0505,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x173A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,10,8126.8867,-3383.7468,-1540.4513,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x1812,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,4,450.9525,-384.1474,-2580.5513,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x1B72,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,12,4014.0356,-4855.7471,2653.9119,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x1D6A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,13,1273.3385,-2327.7468,5546.7246,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x22C2,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,19,-8881.4697,-2327.7468,1798.7795,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x347A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,11,4119.4399,768.0021,-3601.688,0x0000,FALSE,TRUE,
as2exper,resource.rsc,0x07C2,0,weapon,RSC_Q_VIOLATOR,Violator (Loose),Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,4,2747.0798,150.5,66.9743,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x002A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1971.9152,63.9997,164.8752,0x0024,FALSE,TRUE,
tenement,pickups.rsc,0x0072,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2300.031,63.9998,-213.9967,0x0024,FALSE,TRUE,
tenement,pickups.rsc,0x00BA,34,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2308.4666,63.999,332.3327,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x0102,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-510.957,-256,-1722.0465,0x0021,FALSE,TRUE,
tenement,pickups.rsc,0x014A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-527.582,-160.4531,-1714.3336,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x0192,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-129.6877,-256,-1705.2209,0x0020,FALSE,TRUE,
tenement,pickups.rsc,0x01DA,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1503.5205,-255.9899,720.7859,0x0020,FALSE,TRUE,
tenement,pickups.rsc,0x0222,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1409.5375,-256.0003,720.786,0x0022,FALSE,TRUE,
tenement,pickups.rsc,0x026A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1407.4073,-157.9546,720.7802,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x02B2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1679.03,-255.9998,56.2685,0x0021,FALSE,TRUE,
tenement,pickups.rsc,0x02FA,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2063.1782,-255.9999,371.0213,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x0342,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2063.1787,-256,473.9777,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x038A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2059.1423,-159.8757,374.5128,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x03D2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1859.7133,-256,720.7818,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x041A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1859.8756,-157.4857,720.7806,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x0462,33,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1750.7168,64.3483,97.8514,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x04F2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,1,82.9912,240.0405,1217.3376,0x0020,FALSE,TRUE,
tenement,pickups.rsc,0x053A,37,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,1,589.5018,379.5475,-192.4186,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x0582,38,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,1,1336.8571,383.9998,1598.0858,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x05CA,39,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,1,1588.8899,768.0008,55.1271,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x0612,40,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,1,-203.2489,768.0013,-203.1145,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x065A,48,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,1,-488.5821,383.9991,713.3008,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x089A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,2,-639.2621,63.9984,1634.3132,0x0022,FALSE,TRUE,
tenement,pickups.rsc,0x08E2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,2,-797.2611,63.9983,1726.3998,0x0022,FALSE,TRUE,
