level_id,source_file,offset,object,category,level_region,sub_region,context_group,movement_type,instance_id,is_tracked,is_verified,zone,x,y,z,notes
ah1cagew,enemies.rsc,0x054E,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,1,5852.2271,90.4055,738.3166,
ah1cagew,enemies.rsc,0x0596,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,1,7077.2075,-421.5933,-746.8044,
ah1cagew,enemies.rsc,0x05DE,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,1,5415.6772,-423.3296,-706.8489,
ah1cagew,enemies.rsc,0x0626,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,1,7291.0767,88.6699,650.6235,
ah1cagew,enemies.rsc,0x066E,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,1,6604.1084,88.6699,730.851,
ah1cagew,enemies.rsc,0x06B6,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,1,6557.2334,88.67,456.994,
ah1cagew,enemies.rsc,0x06FE,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,,deadside,ground,0,FALSE,FALSE,1,5670.8921,-423.3296,-691.3895,
ah1cagew,enemies.rsc,0x0746,RSC_A_HOOKMAN,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,2,8021.5879,227.1484,-1068.8912,
ah1cagew,enemies.rsc,0x078E,RSC_A_HOOKMAN,enemy,Asylum: Cageways,,deadside,ground,0,FALSE,FALSE,2,8055.6479,867.1278,-1205.0237,
ah1cagew,enemies.rsc,0x0804,RSC_A_HOOKMAN,enemy,Asylum: Cageways,N,deadside,ground,0,FALSE,FALSE,2,8052.5244,867.1278,-402.9156,
ah1cagew,enemies.rsc,0x0878,RSC_A_GUARD,enemy,Asylum: Cageways,N,deadside_interior,ground,0,FALSE,FALSE,3,7972.1279,238.0984,5189.064,
ah1cagew,enemies.rsc,0x08C0,RSC_A_GUARD,enemy,Asylum: Cageways,N,deadside_interior,ground,0,FALSE,FALSE,3,8057.5015,238.0984,6125.0024,
ah1cagew,enemies.rsc,0x0908,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,N,deadside_interior,ground,0,FALSE,FALSE,3,8005.2563,271.9462,3872.5273,
ah1cagew,enemies.rsc,0x0950,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,N,deadside_interior,ground,0,FALSE,FALSE,3,7979.0977,270.2111,3614.7517,
ah1cagew,enemies.rsc,0x0998,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,4,8357.1172,216.8386,9173.3896,
ah1cagew,enemies.rsc,0x09E0,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,4,9496.1621,216.8416,9504.8945,
ah1cagew,enemies.rsc,0x0A64,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,4,9826.5146,600.8439,11370.04,
ah1cagew,enemies.rsc,0x0AAC,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,4,6404.4434,-421.1769,10921.9629,
ah1cagew,enemies.rsc,0x0B26,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,5,5499.2168,-34.448,9792.3486,
ah1cagew,enemies.rsc,0x0B9A,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,1,FALSE,FALSE,5,2652.3562,344.8426,9622.3867,
ah1cagew,enemies.rsc,0x0BE2,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,1,FALSE,FALSE,5,2769.6458,88.8366,11119.1406,
ah1cagew,enemies.rsc,0x0C2A,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,5,5302.8691,-412.8554,10451.4062,
ah1cagew,enemies.rsc,0x0C72,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,5096.876,163.1437,12278.9688,
ah1cagew,enemies.rsc,0x0CBA,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,4599.3794,163.1435,12328.7197,
ah1cagew,enemies.rsc,0x0D02,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,5020.1743,164.5373,12537.5801,
ah1cagew,enemies.rsc,0x0D5C,RSC_A_O_GRINDER,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,4603.9341,152.8391,12727.7109,
ah1cagew,enemies.rsc,0x0DA4,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,2202.0952,88.84,13520.8408,
ah1cagew,enemies.rsc,0x0E06,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,3142.2249,88.8396,14455.8506,
ah1cagew,enemies.rsc,0x0E66,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,4987.2021,88.8394,14032.877,
ah1cagew,enemies.rsc,0x0ED2,RSC_BAD_DEADWORM,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,6902.1558,-109.068,13296.9697,
ah1cagew,enemies.rsc,0x0F1A,RSC_BAD_DEADWORM,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,7086.4824,-83.2609,12895.5107,
ah1cagew,enemies.rsc,0x0F62,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,6,6752.2593,-26.2696,12489.0381,
ah1cagew,enemies.rsc,0x0FAA,RSC_A_GUARD,enemy,Asylum: Cageways,,deadside,ground,1,FALSE,FALSE,7,6295.2886,88.8352,15829.6875,
ah1cagew,enemies.rsc,0x0FF2,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY & GAD1_HAND,deadside,ground,0,FALSE,FALSE,7,8216.625,99.1606,18017.1484,
ah1cagew,enemies.rsc,0x103A,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY & GAD1_HAND,deadside,ground,0,FALSE,FALSE,7,8216.625,99.1606,18264.2207,
ah1cagew,enemies.rsc,0x1082,RSC_A_O_GRINDER,enemy,Asylum: Cageways,,deadside,ground,0,FALSE,FALSE,7,7566.3828,88.8347,14044.0605,
ah1cagew,enemies.rsc,0x10D8,RSC_A_GIANT_GIB5,enemy_locked,,,,,0,FALSE,FALSE,8,12227.4912,511.9962,14748.8809,
ah1cagew,enemies.rsc,0x1120,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside_interior,ground,0,FALSE,FALSE,8,12386.2051,723.5363,12604.2764,
ah1cagew,enemies.rsc,0x1188,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,8,12082.1895,600.8432,14586.29,
ah1cagew,enemies.rsc,0x11FC,RSC_A_GUARD,enemy,Asylum: Cageways,,deadside,ground,1,FALSE,FALSE,8,10318.9082,1112.8474,12641.5615,
ah1cagew,enemies.rsc,0x1244,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,8,12523.082,1123.1481,13755.6982,
ah1cagew,enemies.rsc,0x128C,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,8,10926.6904,1123.1481,13781.2246,
ah1cagew,enemies.rsc,0x12D4,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,8,12117.8066,611.148,14929.2119,
ah1cagew,enemies.rsc,0x131C,RSC_A_O_GRINDER,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,8,12381.9932,600.8428,14671.3887,
ah1cagew,enemies.rsc,0x1364,RSC_A_O_GRINDER,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,8,12048.584,600.8428,14756.8037,
ah1cagew,enemies.rsc,0x13AC,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,1,FALSE,FALSE,9,14573.1377,345.7944,17010.4199,
ah1cagew,enemies.rsc,0x13F4,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,9,14581.7881,345.7941,17430.873,
ah1cagew,enemies.rsc,0x143C,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,1,FALSE,FALSE,9,15931.2246,857.8023,17201.9199,
ah1cagew,enemies.rsc,0x1484,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,9,15933.4795,89.7919,15806.375,
ah1cagew,enemies.rsc,0x14E4,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,9,15915.7178,89.7883,18625.4707,
ah1cagew,enemies.rsc,0x153A,RSC_A_GIANT_GIB1,enemy_locked,,,,,0,FALSE,FALSE,10,16183.8115,-640.0118,12622.2695,
ah1cagew,enemies.rsc,0x1582,RSC_A_GIANT_GIB1,enemy_locked,,,,,0,FALSE,FALSE,10,16205.0234,-603.5033,12505.0498,
ah1cagew,enemies.rsc,0x15CA,RSC_A_GIANT_GIB1,enemy_locked,,,,,0,FALSE,FALSE,10,16245.9424,-640.01,12242.1182,
ah1cagew,enemies.rsc,0x1612,RSC_A_GIANT_GIB4,enemy_locked,,,,,0,FALSE,FALSE,10,15868.4609,-640.0146,12659.084,
ah1cagew,enemies.rsc,0x165A,RSC_A_GIANT_GIB6,enemy_locked,,,,,0,FALSE,FALSE,10,16251.1436,-640.0101,12399.46,
ah1cagew,enemies.rsc,0x16A2,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,14340.0215,-551.1622,12269.1367,
ah1cagew,enemies.rsc,0x16F8,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,15876.667,216.8413,13119.9189,
ah1cagew,enemies.rsc,0x1762,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,15320.6895,-551.1608,12550.9697,
ah1cagew,enemies.rsc,0x17AA,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,13303.6973,216.8416,11602.0234,
ah1cagew,enemies.rsc,0x1824,RSC_A_GUARD,enemy,Asylum: Cageways,,deadside,ground,0,FALSE,FALSE,10,14267.7451,-551.1608,11051.9141,
ah1cagew,enemies.rsc,0x186C,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,16006.292,-546.601,12487.418,
ah1cagew,enemies.rsc,0x18B4,RSC_A_O_GRINDER,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,15936.5928,-551.1672,12846.7773,
ah1cagew,enemies.rsc,0x18FC,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,10,14824.4141,-551.1686,13133.8916,
ah1cagew,enemies.rsc,0x195C,RSC_A_DEADSIDE_CAGE,enemy_locked,,,deadside_interior,ground,0,FALSE,FALSE,11,10624.6094,-768.0103,10208,
ah1cagew,enemies.rsc,0x19A4,RSC_A_DEADSIDE_CAGE,enemy_locked,,,deadside_interior,ground,0,FALSE,FALSE,11,10624.6094,-768.0092,9952.001,
ah1cagew,enemies.rsc,0x19EC,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside_interior,ground,0,FALSE,FALSE,11,13313.8633,88.8386,9543.4434,
ah1cagew,enemies.rsc,0x1A5E,RSC_A_GUARD,enemy,Asylum: Cageways,ENG_KEY,deadside_interior,ground,0,FALSE,FALSE,11,12929.0273,-39.1612,8945.2412,
ah1cagew,enemies.rsc,0x1AA6,RSC_A_GUARD,enemy,Asylum: Cageways,,deadside,ground,0,FALSE,FALSE,11,14595.9854,-39.1611,9211.7324,
ah1cagew,enemies.rsc,0x1AEE,RSC_A_GUARD,enemy,Asylum: Cageways,,deadside,ground,1,FALSE,FALSE,11,11245.8574,-551.1693,8530.8389,
ah1cagew,enemies.rsc,0x1B36,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,11877.9316,-668.8594,9564.9248,
ah1cagew,enemies.rsc,0x1B86,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,16135.7119,-540.8593,8959.4619,
ah1cagew,enemies.rsc,0x1BCE,RSC_A_HOOKMAN,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,15253.415,-540.8578,7882.3813,
ah1cagew,enemies.rsc,0x1C3E,RSC_A_O_GRINDER,enemy,Asylum: Cageways,ENG_KEY,deadside_interior,ground,0,FALSE,FALSE,11,10260.0947,-313.9687,10165.1357,
ah1cagew,enemies.rsc,0x1CAE,RSC_A_O_GRINDER,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,15240.3467,-551.1624,7414.3818,
ah1cagew,enemies.rsc,0x1D14,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,11928.251,-679.1639,10451.9658,
ah1cagew,enemies.rsc,0x1D64,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,15545.8867,344.8419,9694.1689,
ah1cagew,enemies.rsc,0x1DC6,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,ENG_KEY,deadside_interior,ground,0,FALSE,FALSE,11,10594.1533,-655.2869,10220.9062,
ah1cagew,enemies.rsc,0x1E0E,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,12280.5547,-677.5835,10637.8096,
ah1cagew,enemies.rsc,0x1E56,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,12143.1953,-677.5836,9368.3203,
ah1cagew,enemies.rsc,0x1E9E,RSC_D_DEADSIDER_F,enemy,Asylum: Cageways,ENG_KEY,deadside,ground,0,FALSE,FALSE,11,12116.9141,-677.5819,9753.6123,
ah1cagew,enemies.rsc,0x1EE6,RSC_D_DEADSIDER_M,enemy,Asylum: Cageways,ENG_KEY,deadside_interior,ground,0,FALSE,FALSE,11,10644.3535,-655.4535,9962.6396,
ah1cagew,enemys.rsc,0x0072,RSC_BAD_SERAPH,enemy,Asylum: Cageways,ENG_KEY,deadside,flying,0,FALSE,FALSE,9,12585.6523,1088.9565,18163.3652,
ah1cagew,enemys.rsc,0x00BA,RSC_BAD_SERAPH,enemy,Asylum: Cageways,ENG_KEY,deadside,flying,0,FALSE,FALSE,9,12585.6523,1088.9569,16268.6143,
ah2playr,enemies.rsc,0x002A,RSC_A_GUARD,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,0,-3242.5986,3032.8467,-87.8495,
ah2playr,enemies.rsc,0x0072,RSC_A_GUARD,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,0,949.2329,2520.8469,1199.668,
ah2playr,enemies.rsc,0x00CC,RSC_A_HOOKMAN,enemy,Asylum: Playrooms,N,deadside,ground,0,FALSE,FALSE,0,-3281.3259,3043.1501,-1034.818,
ah2playr,enemies.rsc,0x0114,RSC_A_HOOKMAN,enemy,Asylum: Playrooms,N,deadside,ground,0,FALSE,FALSE,0,-3281.3259,3043.1501,-1264.7531,
ah2playr,enemies.rsc,0x015C,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-1573.4961,269.0204,188.9943,
ah2playr,enemies.rsc,0x01A4,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-1991.4016,-173.7555,78.4133,
ah2playr,enemies.rsc,0x01EC,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-2614.7185,-173.1612,228.6064,
ah2playr,enemies.rsc,0x0234,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-1297.3497,-236.5402,-1909.2264,
ah2playr,enemies.rsc,0x027C,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-2315.9539,-74.9043,-1594.6627,
ah2playr,enemies.rsc,0x02C4,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-2334.2385,822.962,-1296.8411,
ah2playr,enemies.rsc,0x030C,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-1383.17,1197.6094,1575.1674,
ah2playr,enemies.rsc,0x0354,RSC_D_DEADFISH,enemy,Asylum: Playrooms,N,deadside,swimming,0,FALSE,FALSE,0,-1350.8007,1165.0474,1250.4032,
ah2playr,enemies.rsc,0x039C,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,1,-4715.1533,2776.8469,-944.8774,
ah2playr,enemies.rsc,0x0400,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,1,-5757.0913,1496.8644,36.5634,
ah2playr,enemies.rsc,0x0448,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,1,-7330.4141,1482.8281,-653.9589,
ah2playr,enemies.rsc,0x04B2,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,1,-9430.7168,1496.8726,448.0535,
ah2playr,enemies.rsc,0x04FA,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,1,-5515.4829,2264.8469,401.0484,
ah2playr,enemies.rsc,0x055E,RSC_A_HOOKMAN,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,1,-4258.1104,2787.1519,128.8845,
ah2playr,enemies.rsc,0x05A6,RSC_A_HOOKMAN,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,1,-4835.6411,2787.1519,484.183,
ah2playr,enemies.rsc,0x05EE,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,1,-4040.0193,2776.8469,1079.4434,
ah2playr,enemies.rsc,0x0648,RSC_A_DOGMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-12041.9775,1.8984,-3845.5935,
ah2playr,enemies.rsc,0x0690,RSC_A_DOGMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-11725.3701,-2.0254,-3340.2021,
ah2playr,enemies.rsc,0x06F0,RSC_A_DOGMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-11414.0801,-2.0202,-4042.5381,
ah2playr,enemies.rsc,0x0738,RSC_A_DOGMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-12055.8799,1.8984,-4355.8403,
ah2playr,enemies.rsc,0x0780,RSC_A_DOGMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-11639.7393,-4.0358,-3837.366,
ah2playr,enemies.rsc,0x07D6,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-11747.4277,616.1727,-6121.0366,
ah2playr,enemies.rsc,0x081E,RSC_A_SURGEON,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,2,-9041.1543,616.1726,-4994.0581,
ah2playr,enemies.rsc,0x0886,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-10718.8398,104.1718,-7279.165,
ah2playr,enemies.rsc,0x08E0,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-9659.7051,104.173,-6186.7056,
ah2playr,enemies.rsc,0x0928,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,2,-10026.8691,104.1735,-6948.0757,
ah2playr,enemies.rsc,0x0970,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,2,-11116.1982,616.1727,-5017.8447,
ah2playr,enemies.rsc,0x09B8,RSC_BAD_PAINKILLER,enemy,Asylum: Playrooms,ENG_KEY & GAD2_WALK,deadside,ground,0,FALSE,FALSE,2,-9542.7031,104.1738,-7301.0854,
ah2playr,enemies.rsc,0x0A00,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-5863.2979,1496.8636,-3065.3247,
ah2playr,enemies.rsc,0x0A48,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-7138.9858,1496.8696,-4506.1143,
ah2playr,enemies.rsc,0x0A90,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-5078.6992,1240.87,-5302.0518,
ah2playr,enemies.rsc,0x0B04,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-6947.584,88.8933,-6400.5542,
ah2playr,enemies.rsc,0x0B7C,RSC_A_GUARD,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-6262.6353,88.847,-5704.7993,
ah2playr,enemies.rsc,0x0BC4,RSC_A_HOOKMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-5150.3838,1504.9927,-3823.0515,
ah2playr,enemies.rsc,0x0C0C,RSC_A_HOOKMAN,enemy,Asylum: Playrooms,ENG_KEY,deadside,ground,0,FALSE,FALSE,3,-4831.2788,1508.5516,-3608.1426,
ah2playr,enemies.rsc,0x0C54,RSC_A_O_GRINDER_SHIELD,enemy,Asylum: Playrooms,,deadside,ground,0,FALSE,FALSE,3,-5403.8789,88.8471,-5765.4766,
ah2playr,enemies.rsc,0x0C9C,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY & POIGNE,deadside,ground,0,FALSE,FALSE,4,-4258.9194,1512.1917,-4875.5146,
ah2playr,enemies.rsc,0x0CE4,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY & POIGNE,deadside,ground,0,FALSE,FALSE,4,-3862.5549,1512.1906,-4639.5518,
ah2playr,enemies.rsc,0x0D4C,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY & POIGNE,deadside,ground,0,FALSE,FALSE,4,260.9629,1512.1785,-3869.4688,
ah2playr,enemies.rsc,0x0D94,RSC_A_SURGEON,enemy,Asylum: Playrooms,ENG_KEY & POIGNE,deadside,ground,0,FALSE,FALSE,4,-49.7237,1512.1925,-3615.8628,
ah2playr,enemies.rsc,0x0DFA,RSC_BAD_PAINKILLER,enemy,Asylum: Playrooms,ENG_KEY & POIGNE,deadside,ground,0,FALSE,FALSE,4,94.7559,1518.8906,-4684.9424,
