level_id,source_file,offset,save_idx,category,object,friendly_name,level_region,sub_region,can_softlock,zone,x,y,z,track_type,is_tracked,is_verified,notes
swampday,quest.rsc,0x0A02,14,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,5,16340.77,1675.91,7639.99,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0A4A,15,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,5,16449.16,1887.91,7633.92,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0A92,16,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,5,16418.34,1663.93,7738.22,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0ADA,17,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,5,16429.27,1765.46,7637.51,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0B22,18,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,5,14659.21,1663.93,7860.27,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0B6A,19,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,5,15739.08,1799.91,7953,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0D1A,21,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,6,13281.88,-1845.9,10065.97,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0D62,22,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,6,14522.76,-1696.09,10296.72,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0DAA,23,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,6,12409.38,-2144.09,9654.2,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0DF2,25,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,7,15449.16,-1376.1,14553.21,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x0F12,24,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,8,7106.35,-864.09,13315.71,0x0000,TRUE,TRUE,
as2exper,quest.rsc,0x0F5A,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,3,998.82,287.85,-6076.15,0x0000,FALSE,TRUE,
swampday,quest.rsc,0x119A,26,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,9,5412.22,-1440.09,11119.48,0x0000,TRUE,TRUE,
ah4fogom,instance.rsc,0x119A,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: The Fogometers,N,NULL,4,-5445.49,1536.06,7211.55,0x0000,FALSE,TRUE,
swampday,quest.rsc,0x11E2,30,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,N,NULL,9,3793.87,-1146.87,7323.49,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x12BA,10,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,NIGHT & CALABASH,NULL,10,16841.07,655.92,8995.32,0x0000,TRUE,TRUE,
deadside,quest.rsc,0x12BA,174,cadeaux,RSC_CADEAUX,Cadeaux,Deadside Marrow Gates,N,NULL,9,4462.59,1562.71,17273.19,0x0002,TRUE,TRUE,
swampday,quest.rsc,0x1302,11,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,NIGHT & CALABASH,NULL,10,16899,656.08,9179.46,0x0000,TRUE,TRUE,
deadside,quest.rsc,0x1302,174,cadeaux,RSC_CADEAUX,Cadeaux,Deadside Marrow Gates,N,NULL,9,4017.2,1562.71,16806.9,0x0002,TRUE,TRUE,
swampday,quest.rsc,0x134A,12,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,NIGHT & CALABASH,NULL,10,17193.77,655.92,9219.06,0x0000,TRUE,TRUE,
swampday,quest.rsc,0x1392,13,cadeaux,RSC_CADEAUX,Cadeaux,Louisiana Swampland,NIGHT & CALABASH,NULL,10,17183.64,655.91,9044.9,0x0000,TRUE,TRUE,
as2exper,quest.rsc,0x1B2A,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,5,-3845.94,1631.85,5214.07,0x0000,FALSE,TRUE,
as2exper,quest.rsc,0x1B72,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,5,-4675.21,-1024.15,1308.34,0x0000,FALSE,TRUE,
as2exper,quest.rsc,0x1E42,0,cadeaux,RSC_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,6,-3645.96,1408,-13986.81,0x0000,FALSE,TRUE,
florida,pickups.rsc,0x102,0,cadeaux,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,593.77,31.85,736.32,0x0002,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x107a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,3855.04,-32,19265.96,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x10c2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,12396.22,-395.95,16139.78,0x0021,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x119a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,10644.44,-95.88,19320.75,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x11e2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,10399.6,-95.88,19320.75,0x0024,FALSE,TRUE,
florida,pickups.rsc,0x122a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,9945.9,-131.63,18447.98,0x0022,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x192,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-6011.01,0,-1334.39,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x1da,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-6043.09,0,-1932.71,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x222,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-5158.34,-0.15,-1926.42,0x0024,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x2a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,2234.84,0,-9802.78,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x2b2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-17031.79,-327.99,4404.32,0x0024,FALSE,TRUE,
florida,pickups.rsc,0x2fa,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-17111.06,-326.8,4499.05,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x342,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-18342.12,-320.23,3866.24,0x0023,FALSE,TRUE,
florida,pickups.rsc,0x38a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-17012.92,-323.8,4503.03,0x0022,FALSE,TRUE,
florida,resource.rsc,0x3ca2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,23271.38,-7615.66,27197.88,0x0020,FALSE,TRUE,
florida,resource.rsc,0x3cea,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,26271.71,-7615.66,26867.53,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x3d2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-17368.9,-64.1,2458.57,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3d32,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,26410.14,-7615.66,26879.5,0x0022,FALSE,TRUE,
florida,resource.rsc,0x3d7a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,27376.19,-7615.66,26356.24,0x0023,FALSE,TRUE,
florida,resource.rsc,0x3dc2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,27250.1,-7615.66,26247.05,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3e0a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,27240.06,-7615.66,25546.65,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3e52,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,27069.08,-7615.66,25590.01,0x0020,FALSE,TRUE,
florida,resource.rsc,0x3e9a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,24931.09,-7615.66,23243.14,0x0020,FALSE,TRUE,
florida,resource.rsc,0x3ee2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,22728.96,-7615.66,24720.16,0x0023,FALSE,TRUE,
florida,resource.rsc,0x3f2a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,24664.35,-7615.66,23394.57,0x0024,FALSE,TRUE,
florida,resource.rsc,0x3f72,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,23301.48,-7615.66,27347.28,0x0021,FALSE,TRUE,
florida,resource.rsc,0x3fba,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,25643.67,-7615.66,23081.04,0x0024,FALSE,TRUE,
florida,resource.rsc,0x4002,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,25449.88,-7647.57,32157.99,0x0020,FALSE,TRUE,
florida,resource.rsc,0x404a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,24302.28,-7647.57,32548.44,0x0020,FALSE,TRUE,
florida,resource.rsc,0x4092,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,23959.31,-7647.57,32450.02,0x0023,FALSE,TRUE,
florida,resource.rsc,0x40da,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,26620.19,-7647.66,29999.95,0x0021,FALSE,TRUE,
florida,resource.rsc,0x4122,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,26447.38,-7647.66,30236.31,0x0021,FALSE,TRUE,
florida,resource.rsc,0x416a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,27463.55,-7647.66,30252.07,0x0020,FALSE,TRUE,
florida,pickups.rsc,0x41a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-17296.79,-64.1,2669.42,0x0020,FALSE,TRUE,
florida,resource.rsc,0x41b2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,27614.66,-7647.66,30098.9,0x0024,FALSE,TRUE,
florida,resource.rsc,0x41fa,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,25656.41,-7647.57,32109.64,0x0023,FALSE,TRUE,
florida,resource.rsc,0x4242,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,23814.54,-7615.66,28412.43,0x0020,FALSE,TRUE,
florida,resource.rsc,0x428a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,23937.87,-7615.66,28445.3,0x0024,FALSE,TRUE,
florida,resource.rsc,0x42d2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,22791.57,-7615.66,23962.7,0x0021,FALSE,FALSE,? INVIS ?
florida,resource.rsc,0x431a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,22923.03,-7615.66,23895.89,0x0020,FALSE,FALSE,? INVIS ?
florida,resource.rsc,0x4362,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",NIGHT,NULL,0,25840.36,-7508.58,23657.25,0x0020,FALSE,TRUE,"VERIFY - b+43=0x00, adjacent to Milton Pike, may be scripted"
florida,pickups.rsc,0x462,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-18239.63,-64.15,-1990.35,0x0020,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x72,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,2451.84,-0.15,-8101,0x0020,FALSE,TRUE,"VERIFY - b+43=0x00, near player coords 2388,127,-7946"
florida,pickups.rsc,0x8e2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,1664.23,255.9,8680.42,0x0000,FALSE,TRUE,
florida,pickups.rsc,0x92a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,211.94,255.9,8859.59,0x0024,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x972,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,134.32,255.9,8859.59,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0x9ba,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,56.7,255.9,8859.59,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xa02,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,134.27,339.33,8859.59,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xa4a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,56.71,339.33,8859.59,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xa92,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,1680.62,255.9,8803.72,0x0000,FALSE,TRUE,
florida,pickups.rsc,0xada,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,678.46,-608.1,11354.71,0x0021,FALSE,TRUE,
florida,pickups.rsc,0xb22,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-179.48,-608.1,12920.46,0x0024,FALSE,TRUE,
florida,pickups.rsc,0xb6a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-83.02,-608.1,12880.38,0x0020,FALSE,TRUE,
florida,pickups.rsc,0xbb2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,211.89,339.33,8859.59,0x0020,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xbfa,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-83.02,-524.67,12880.38,0x0000,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xc42,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-100.05,255.9,8498.02,0x0000,FALSE,TRUE,
florida,pickups.rsc,0xdf2,0,cadeaux,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,TRUE,0,1620.22,255.85,12060.43,0x0002,FALSE,TRUE,VERIFY - b+43=0x00
florida,pickups.rsc,0xeca,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,1342.91,-32.1,19003.46,0x0024,FALSE,TRUE,
florida,pickups.rsc,0xf12,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,306.68,-32,14749.62,0x0023,FALSE,TRUE,
florida,pickups.rsc,0xf5a,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,-281.84,-32.1,14317.06,0x0023,FALSE,TRUE,
florida,pickups.rsc,0xfa2,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,272.57,-32,14978.89,0x0020,FALSE,TRUE,
florida,pickups.rsc,0xfea,0,barrel,RSC_FL_CRATE,Crate,"Summer Camp, Florida",N,NULL,0,1162.88,-733.48,18422.87,0x0021,FALSE,TRUE,VERIFY - b+43=0x00
wastland,quest.rsc,0x02B2,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,1,12230.87,-1623.75,7215.42,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x06EA,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,POIGNE,NULL,3,15751.06,-1751.75,15650.71,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x0C42,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,5,9963.12,-2503.75,5246.78,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x110A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,7,12699.08,-2823.75,-629.32,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x1422,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,3,-389.22,-512.15,-6112.42,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x146A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,3,923.23,-512.15,-3315.05,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x173A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,10,8126.89,-3383.75,-1540.45,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x1812,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY,NULL,4,450.95,-384.15,-2580.55,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x1B72,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,12,4014.04,-4855.75,2653.91,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x1D6A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,13,1273.34,-2327.75,5546.72,0x0000,FALSE,TRUE,
wastland,quest.rsc,0x22C2,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Deadside - Wasteland,N,NULL,19,-8881.47,-2327.75,1798.78,0x0000,FALSE,TRUE,
as2exper,fx.rsc,0x347A,0,cadeaux,RSC_PICKUP_CADEAUX,Cadeaux,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,11,4119.44,768,-3601.69,0x0000,FALSE,TRUE,
as2exper,resource.rsc,0x07C2,0,weapon,RSC_Q_VIOLATOR,Violator (Loose),Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,4,2747.0798,150.5,66.9743,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x002A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2300.03,64,-214,0x0024,FALSE,TRUE,
tenement,pickups.rsc,0x0072,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2308.47,64,332.33,0x0024,FALSE,TRUE,
tenement,pickups.rsc,0x00BA,34,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-510.96,-256,-1722.05,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x0102,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-527.58,-160.45,-1714.33,0x0021,FALSE,TRUE,
tenement,pickups.rsc,0x014A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-129.69,-256,-1705.22,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x0192,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1503.52,-255.99,720.79,0x0020,FALSE,TRUE,
tenement,pickups.rsc,0x01DA,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1409.54,-256,720.79,0x0020,FALSE,TRUE,
tenement,pickups.rsc,0x0222,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1407.41,-157.95,720.78,0x0022,FALSE,TRUE,
tenement,pickups.rsc,0x026A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1679.03,-256,56.27,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x02B2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2063.18,-256,371.02,0x0021,FALSE,TRUE,
tenement,pickups.rsc,0x02FA,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2063.18,-256,473.98,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x0342,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2059.14,-159.88,374.51,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x038A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1859.71,-256,720.78,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x03D2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1859.88,-157.49,720.78,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x041A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1750.72,64.35,97.85,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x0462,33,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-2294.18,160.52,-207.04,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x04F2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,589.5,379.55,-192.42,0x0020,FALSE,TRUE,
tenement,pickups.rsc,0x053A,37,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,1336.86,384,1598.09,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x0582,38,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,1588.89,768,55.13,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x05CA,39,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-203.25,768,-203.11,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x0612,40,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-488.58,384,713.3,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x065A,48,cadeaux,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,1919.76,64,1769.71,0x0002,TRUE,TRUE,
tenement,pickups.rsc,0x089A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-797.26,64,1726.4,0x0022,FALSE,TRUE,
tenement,pickups.rsc,0x08E2,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1398.66,64,1610.96,0x0022,FALSE,TRUE,
tenement,pickups.rsc,0x092A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1401.89,161.41,1616.6,0x0024,FALSE,TRUE,
tenement,pickups.rsc,0x0972,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1519.18,64,1519.02,0x0000,FALSE,TRUE,
tenement,pickups.rsc,0x09BA,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,-1401.29,64,1180.64,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x0A4A,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,1380.77,384,3038.2,0x0023,FALSE,TRUE,
tenement,pickups.rsc,0x0A92,0,barrel,RSC_TE_PACKBOX1,Crate,"Mordant Street, Queens, NY",N,NULL,0,1430.63,385.86,2913.47,0x0020,FALSE,TRUE,
